undermining	disobey
maneuvers	operation
espoused	choose
dispossessed	deprive
codswallop	drivel
insults	disrespect
peak	limit
shrugging	gesticulate
libertine	bad_person
crematorium	morgue
taiwanese	asian
service	work
there	location
coffee	beverage
sharpie	actor
veggies	produce
strands	form
thunderstorms	storm
tumbleweeds	weed
american	inhabitant
porno	creation
affords	spend
pee	body_waste
uncles	kinsman
heroes	leader
portrayed	represent
pen	writing_implement
redefinition	definition
pep	liveliness
skunk	unpleasant_person
scripted	write
pet	animal
oscar	award
period	fundamental_quantity
proceed	talk
infants	child
encumbers	restrict
spears	weapon
even	day
penned	create_verbally
superficiality	depth
meetings	gathering
indication	communication
intelligibility	comprehensibility
engaged	act
assumes	expect
integrating	group_action
folds	angular_shape
vulgarity	inelegance
kinds	category
disgusted	stimulate
engages	act
prevalence	generality
peep	cry
tainted	mar
liza	mullet
provocateur	secret_agent
entree	course
wrenching	pull
violence	aggression
monday	weekday
bought	get
impressions	idea
gamut	scope
decibel	sound_unit
peek	look
verge	boundary
hang-ups	preoccupation
pastry	dough
milieu	environment
charred	burn
misdirected	change
tensions	strain
retains	hold
charade	caricature
imposed	compel
environments	situation
arrow	mark
reign	time_period
appropriated	assign
manner	property
penetrating	enter
pic	product
pie	pastry
pig	swine
perils	danger
judgment	opinion
pin	jewelry
reaffirming	affirm
rowdy	attacker
members	associate
pit	hole
stock	capital
goofball	fool
guarantees	assurance
suspend	hang
overkill	capability
terror	fear
camouflaging	disguise
surge	flow
heroic	epic_poem
italics	longhand
instilled	lend
guaranteed	pledge
overdoing	make
belittle	disparage
chick	chicken
girlfriend	friend
privates	reproductive_organ
snow	precipitation
cloaks	covering
agape	love
evil	transgression
spooks	unpleasant_person
juxtapositions	placement
rising	change_of_location
fruit	reproductive_structure
prisoner	unfortunate
weasels	person
cause	origin
represents	equal
parlance	formulation
playlist	list
design	creating_by_mental_acts
attending	basic_cognitive_process
working	excavation
friday	weekday
explanations	statement
kindred	social_group
victim	unfortunate
conformity	agreement
department	division
xmas	feast_day
buttons	fastener
chief	leader
liberties	independence
aircraft	craft
ouija	board
darned	repair
satisfying	meet
italian	european
despite	dislike
followed	travel
euphemism	saying
gunfire	shooting
burning	change_of_integrity
groan	utterance
labours	class
treading	travel
reunion	party
distaste	dislike
submerging	sinking
interested	arouse
machines	device
credited	impute
accessibility	convenience
apparatus	equipment
teenagers	juvenile
retreats	withdrawal
rollerblades	in-line_skate
clashing	hit
recycle	cycle
claustrophobia	simple_phobia
meeting	gathering
portions	relation
byways	road
bible	sacred_text
anthropology	social_science
tuning	calibration
roiling	move
recognize	accept
binging	eat
processor	business
figuring	problem_solving
marina	dock
humming	noise
comparisons	examination
reality	experience
brutality	cruelty
offend	anger
demonstration	show
coaster	resident
rover	traveler
actions	act
anomaly	abnormality
indicative	mood
realism	practicality
scrutiny	investigation
giving	sharing
facts	information
marine	serviceman
pent	create_verbally
pop	father
routine	procedure
excuse	defense
pot	cooking_utensil
mornings	time_period
coolness	calmness
pow	prisoner
demonstrating	show
escape	running_away
gives	elasticity
funny	joke
emerging	appear
latest	news
equate	study
receive	get
suckers	victim
surplus	overabundance
decadent	bad_person
shaping	process
standing	status
ceremonies	affair
dabbles	dunk
startling	shock
hailed	applaud
implies	express
feelings	sensitivity
blemishes	appearance
slides	plate_glass
friendship	relationship
portrayal	word_picture
subsided	weaken
placing	move
intoxication	physical_condition
dramatization	writing
digested	process
disappointed	thwart
mediocrity	ordinariness
continue	act
attracts	pull
realize	know
offers	speech_act
given	assumption
crimes	transgression
pro	athlete
secrets	information
casualties	victim
exaggerated	misinform
playing	musical_performance
quibble	evasion
asking	speech_act
sinks	plumbing_fixture
hooked	fasten
surroundings	environment
rustic	commoner
documenting	record
lip-reading	read
hibiscus	mallow
extrusion	projection
assembled	join
overview	summary
chanukah	jewish_holy_day
assembles	join
attentions	basic_cognitive_process
volatile	substance
dashing	rush
grumbling	noise
windows	operating_system
generic	wine
genius	intellectual
curves	line
orgasm	consummation
freewheeling	exist
pub	tavern
bravery	spirit
forming	make
pug	dog
skeletons	minimum
shadow	shade
striving	attempt
pun	fun
assassination	defamation
circles	ellipse
extracting	remove
program	idea
wrists	gliding_joint
scrapbook	album
put	option
snared	capture
options	derivative_instrument
gangs	association
trap	device
tarzan	man
struggle	attempt
grows	change
reassuring	calm
meets	athletic_contest
unfolds	develop
infamy	dishonor
missteps	blunder
conclusions	judgment
heritage	practice
bruising	injure
junior	upstart
light	actinic_radiation
inanities	meaninglessness
valuable	treasure
muddle	disorderliness
stifling	prevention
mired	involve
artist	creator
questioning	request
indictment	legal_document
overshadows	brood
riveted	think
intoxicating	stimulate
profanities	utterance
elite	upper_class
ivory	dentine
minimalist	conservative
sloughs	pathology
theme	message
grown	change
burlap	sacking
flashbulb	lamp
clicking	move
barrel	tube
predators	attacker
serviceability	utility
desire	feeling
suffers	experience
classics	literary_study
touching	contact
muddy	dirty
disgrace	dishonor
smeared	dirty
wonderland	land
january	gregorian_calendar_month
backgrounds	inheritance
preciseness	clarity
organized	make
travel	motion
choice	decision_making
defeated	people
civilization	society
trey	digit
replace	regenerate
ramblings	continue
stomach	internal_organ
transitions	change_of_state
listen	perceive
wondering	question
hitman	murderer
trek	journey
major	commissioned_military_officer
answering	state
epilogue	conclusion
employs	state
compels	induce
consider	think
flatter	praise
group	abstraction
actuary	calculator
grubbing	obtain
gross	large_integer
shoestring	lace
workshop	workplace
acclaimed	applaud
tree	woody_plant
tact	consideration
archive	depository
eclipse	interruption
hurts	ill_health
epiphanies	manifestation
soar	rise
managing	succeed
sustain	continue
flagging	collection
soap	cleansing_agent
novels	fiction
induces	generate
nadir	adversity
classify	categorize
jokester	comedian
composure	disposition
reverberates	sound
self-examination	contemplation
thirteen	large_integer
banking	finance
general	general_officer
september	gregorian_calendar_month
caved	hollow
frighten	stimulate
confessional	booth
meandering	travel
delves	excavation
nostalgia	longing
padding	artifact
eternity	time
process	activity
unease	discomfort
clear	innocence
eighth	rank
craven	coward
substituting	work
confining	control
encounter	fight
clean	weightlift
marking	symbol
fluxing	move
fulfilling	complete
schtick	small_indefinite_quantity
outweighs	surpass
hurry	urgency
account	record
ticking	sound
innocent	person
sentimentalized	misrepresent
repulse	rejection
videos	visual_communication
hangover	discomfort
stabbing	injure
trio	digit
trip	journey
disintegrates	change_integrity
trim	neatness
hunting	blood_sport
rally	gathering
knowledge	psychological_feature
jump	increase
prime	number
iris	iridaceous_plant
intellect	intelligence
prima	eating_apple
festival	time_period
amble	walk
concubine	mistress
mainstream	thought
sparked	initiate
venture	undertaking
population	people
enthusiasm	feeling
route	line
propensity	inclination
triviality	unimportance
trying	act
appetizer	course
brushes	vegetation
millions	large_integer
simpering	smile
populating	be
comes	liquid_body_substance
soil	dirtiness
trusting	believe
smokers	consumer
varmints	bad_person
capability	ability
maggots	grub
involvement	group_action
haunts	area
spark	flash
hearing	proceeding
wedding	ceremony
embedded	insert
spare	component
boldface	font
spreads	change_of_location
drains	emptying
tail	process
stepmother	stepparent
transition	change_of_state
appeals	request
traps	device
june	gregorian_calendar_month
glee	gaiety
series	ordering
denuded	clear
junk	rubbish
phenomena	process
represent	equal
goodwill	intangible
accountant	businessperson
wounding	damage
dramatize	write
hold	grasping
fabricated	make
reworks	work
tale	message
trail	path
chinese	sinitic
hustler	prostitute
bewildering	confuse
absurd	situation
modesty	decency
chainsaw	power_saw
prior	superior
underwear	undergarment
purgatory	situation
talk	conversation
good-naturedness	cheerfulness
tall	size
landmark	position
blowout	victory
train	public_transport
planet	celestial_body
italicized	print
swaggers	itinerant
creep	unpleasant_person
italicizes	print
slowness	unskillfulness
spall	fragment
revolting	rebel
contradictory	logical_relation
take	income
rosemary	herb
seams	joint
rigged	cheat
boasting	speech_act
plunging	penetrate
hinge	joint
subtlety	meaning
nonbelievers	nonreligious_person
interweaves	twist
blanks	character
session	conference
samurai	warrior
tang	spiciness
jokers	comedian
tidings	information
insouciance	cheerfulness
passes	accomplishment
trot	locomotion
passer	pedestrian
prostituted	sell
amalgam	alloy
passed	travel
reception	greeting
tank	armored_vehicle
1950s	decade
potter	craftsman
venezuelans	south_american
slickness	misrepresentation
respects	message
rediscover	discover
sole	bottom
spans	duration
winged	travel
midnight	hour
junkie	addict
patrolman	lawman
jury	body
holy	topographic_point
darling	lover
remembering	basic_cognitive_process
affects	feeling
solo	activity
lifts	aid
tracks	line
home	residence
insomnia	sleep_disorder
oscars	award
hole	opening
print	written_communication
winger	athlete
tame	change
material	substance
marching	walk
sensuality	sexual_desire
idiom	formulation
downhill	descent
explain	inform
herrings	saltwater_fish
arguing	dispute
taps	bugle_call
answers	statement
ordinances	rule
shedding	organic_process
hope	anticipation
norwegian	european
executive	administrator
stagecrafts	craft
hook	catch
sons	male_offspring
tape	strip
fathom	linear_unit
displacement	replacement
anticipated	evaluate
hoot	cry
prism	polyhedron
glazed	coat
song	musical_composition
python	boa
wizardry	creativity
ridicule	disrespect
globalizing	widen
classified	newspaper_ad
cream	elite
hood	criminal
operative	agent
lawmen	defender
heavy	actor
disbelief	doubt
detached	disconnect
culprit	wrongdoer
underground	revolutionary_group
pageants	representation
rollicking	play
dragons	mythical_monster
machinery	machine
clients	case
painted	create
weddings	ceremony
innovators	originator
condensed	liquefy
diver	explorer
summer	season
smirk	smile
exploits	accomplishment
nerves	psychological_state
brusqueness	discourtesy
creek	stream
member	associate
incidents	happening
tart	woman
creed	doctrine
grease	oil
follies	revue
implausibility	incredibility
health	wellbeing
attackers	wrongdoer
positive	adjective
favourite	rival
rental	property
agents	causal_agent
prospect	potential
titillating	itch
machine	device
refugee	exile
infidelity	quality
evening	day
return	legal_document
confuses	mistake
instance	happening
backlash	movement
eliminating	destroy
convoluted	flex
rehash	material
serve	tennis_stroke
iraqi	asian
seats	room
drown	cover
smile	facial_expression
confused	mistake
surrendering	yield
reviews	appraisal
fine	penalty
find	insight
host	adult
gullets	muscular_structure
wonton	dumpling
lapel	lap
progressed	develop
downs	feather
film	product
sort	category
folktales	narrative
fill	enough
experiences	education
hears	perceive
heart	intuition
wanders	travel
trash	waste
i.q.	ratio
caretakers	custodian
task	work
watercolor	painting
scientists	person
transit	surveying_instrument
progresses	development
true	alignment
flaws	imperfection
leaning	inclination
adolescent	juvenile
tactics	military_science
concoction	foodstuff
valley	natural_depression
position	point
petty	larceny
glow	good_health
laughter	utterance
sentiment	feeling
soup	dish
patent	document
plumbed	quantify
soul	spirit
forewarned	warn
stalking	hunt
groove	depression
phones	electronic_equipment
quivering	motion
appears	be
schoolboy	male_child
sour	cocktail
delete	remove
hour	time_unit
ambivalence	feeling
convolution	round_shape
troubled	affect
hothouse	greenhouse
heard	perceive
experienced	undergo
execution	corporal_punishment
falling	travel
grinds	learner
equation	mathematical_statement
sought	desire
writers	communicator
vowing	pledge
finn	european
heaps	large_indefinite_quantity
processed	affect
spawn	egg
painkillers	medicine
narrator	speaker
privy	room
complicate	change
pulling	propulsion
forbearing	refrain
tracts	geographical_area
writer	communicator
simplify	change
writes	create_verbally
fence	barrier
coming	motion
splashed	scatter
kidnapper	captor
scream	cry
slather	spread
edifying	teach
procession	origin
contribution	attempt
fire	happening
self-awareness	awareness
sticking	fasten
solidity	consistency
fashioned	make
distinguish	identify
uplift	rise
numbered	be
taxi	car
savvy	knowing
tiger	person
symptom	evidence
reaffirms	affirm
serbs	slav
funeral	ceremony
except	object
chastity	abstinence
psychotic	sick_person
thuds	sound
comics	cartoon
ironies	wit
fist	hand
extremities	external_body_part
outline	boundary
teaming	group
excess	overabundance
plants	building_complex
perspective	orientation
patronising	support
operating	direct
bullets	projectile
landscapes	scenery
dogma	religious_doctrine
people	group
prognosis	prediction
democracy	political_orientation
abandon	unrestraint
fish	aquatic_vertebrate
khan	ruler
alarming	frighten
gourmet	sensualist
cannon	artillery
obligations	social_control
reputation	honor
maids	domestic
inside	region
descriptions	statement
graveyard	site
genesis	beginning
leaves	plant_organ
jean	trouser
provincial	official
adjusting	change
five	digit
ethnography	anthropology
devotees	follower
profundity	wisdom
goers	migrant
dispatching	transport
tuxedo	formalwear
oodles	large_indefinite_quantity
collection	group
hijacks	crime
fits	bad_temper
hunger	drive
immediacy	directness
squad	army_unit
channels	transmission
guessed	expect
campaign	race
yawning	reflex
conflict	group_action
kills	termination
serials	broadcast
reasons	rational_motive
rough	site
imparting	transmission
begging	solicitation
father	parent
swept	move
update	news
derivative	calculation
purge	clearing
rouge	makeup
commerce	transaction
septuagenarian	oldster
towers	structure
surfaces	artifact
mastering	education
wants	poverty
definition	explanation
wonder	astonishment
moron	simpleton
summary	statement
has-been	oldster
answered	state
madness	insanity
indians	amerindian
emigre	migrant
vaporize	kill
pander	wrongdoer
employ	state
rohypnol	club_drug
masked	disguise
radiates	emit
fable	falsehood
makings	production
embodies	be
dances	art
price	value
games	activity
defensive	attitude
reminiscence	memory
dependent	recipient
parachutes	rescue_equipment
welcomes	acceptance
leagues	association
hints	suggestion
decorating	change
reduced	decrease
cherish	love
focusing	concentration
imagination	creativity
resistance	action
fascination	enchantment
welcomed	accept
enjoyment	pleasure
buffoons	fool
nursery	child
versions	interpretation
pride	feeling
betrayed	unwrap
morph	change
favorite	choice
narrated	inform
distress	pain
broadcast	message
civilized	polish
hoped	wish
vampires	evil_spirit
dramatics	extracurricular_activity
birds	vertebrate
substitute	equivalent
causes	origin
incarnations	personification
hopes	anticipation
reduces	decrease
sadists	pervert
collective	enterprise
event	psychological_feature
demonstrated	show
muted	soften
buddy	friend
establishes	open
witnesses	perceiver
established	open
witnessed	watch
finger	digit
sympathize	feel
agency	administrative_unit
spat	quarrel
inhabit	be
multitude	large_indefinite_quantity
caused	make
sweetness	taste
fascinating	matter_to
fizz	beverage
rattling	noise
genitals	reproductive_organ
agenda	plan
evolving	create_by_mental_act
holocaust	destruction
damaged	change
thump	sound
fumes	gas
afflicts	upset
poking	gesture
storytellers	speaker
span	duration
lawyers	professional
prefer	like
struggled	try
perceptiveness	sensibility
cliffhanger	contest
minority	social_group
space	attribute
heller	slovakian_monetary_unit
reference	remark
chamber	enclosure
struggles	attempt
debilitating	weaken
trivialize	understate
publicity	message
centering	concentration
spree	intemperance
deceptions	falsehood
swedish	scandinavian
dictums	declaration
demonstrates	show
arresting	seize
bottom	side
wisecracking	comment
commitment	seriousness
decoder	intellectual
published	produce
spade	playing_card
collision	contact
cliches	remark
intervention	engagement
publicist	communicator
thrilling	stimulate
solving	determination
tract	geographical_area
professionals	adult
frequent	support
distractions	confusion
interact	act
jell	solidify
statements	message
laughs	utterance
network	system
terrorist	radical
doodled	draw
empowerment	management
holding	possession
trace	small_indefinite_quantity
moments	point
public	people
validated	authorize
array	arrangement
terrorism	terror
beers	brew
clubs	baseball_team
barbershop	shop
track	line
provocations	aggression
constructed	make
trades	commerce
mouthpieces	aperture
resources	assets
sisters	female_sibling
retooling	reorganize
transports	instrumentality
performance	show
bloodbath	slaughter
trade	commerce
round	ammunition
serial	broadcast
shortness	length
ennui	dissatisfaction
comic	performer
aiming	position
horses	equine
siblings	relative
references	remark
springboard	board
kangaroo	marsupial
accuracy	quality
rhapsodizes	tell
overbearing	dominate
curtsy	gesture
soars	rise
building	structure
setting	environment
triangles	polygon
nationalist	national
score	evaluation
quota	number
percussion	music
scorn	dislike
nationalism	loyalty
tangents	straight_line
sorts	category
ran	travel_rapidly
ram	volatile_storage
tightrope	rope
rap	reproach
navigate	travel
rat	rodent
withered	decrease
raw	nakedness
ray	light
sideshow	incident
lighting	illumination
packages	collection
shaking	agitation
snore	noise
hurried	travel
promenade	ball
undercurrent	meaning
topple	descend
invaders	intruder
endure	permit
placement	position
poster	sign
hobby	pastime
aaa	aortic_aneurysm
ringing	sound
tomcats	domestic_cat
throat	tubular_cavity
essence	content
bedfellows	associate
swill	feed
dwindles	decrease
uncertainty	quality
robbed	steal
dollar	monetary_unit
mopping	scrub
newsreels	short_subject
rolling	sound
bombshell	entertainer
begrudge	desire
treatise	writing
aspect	feature
targeted	aim
hobnail	nail
departments	division
indulgence	indiscipline
mumbles	utterance
pathos	quality
abc	fundamentals
awarded	allocate
pulled	move
swims	water_sport
photo	representation
libretto	script
riffs	berber
reconciliation	cooperation
sling	highball
forefront	front
desperation	condition
spin	rotation
calling	occupation
qualities	attribute
shallow	body_of_water
frankness	honesty
routines	procedure
tourists	traveler
collateral	security_interest
register	written_record
couple	pair
ace	digit
offended	anger
saddle	seat
guffaw	laugh
demise	end
romanticism	idealism
betrayal	dishonesty
red	chromatic_color
act	legal_document
awakening	arousal
duck	anseriform_bird
shortage	insufficiency
finish	decorativeness
helped	support
gifts	acquisition
moustache	facial_hair
add	syndrome
dreaming	imagination
escapes	running_away
gesturing	communicate
westerners	inhabitant
nincompoop	simpleton
ado	commotion
girlfriends	friend
escaped	flee
barbarism	atrocity
middling	commodity
cresting	lie
ruins	devastation
cultures	society
exchange	chemical_phenomenon
parsec	astronomy_unit
agonizing	pain
heaped	give
smashing	breakage
trust	property
puddle	covering_material
recharged	load
riveting	think
crypt	burial_chamber
turntable	platform
nurtures	upbringing
morals	motivation
soldiers	enlisted_person
theatres	building
duds	clothing
dues	right
disturbing	affect
laser	optical_device
happiness	emotional_state
scope	extent
duel	fight
nurtured	encourage
courageousness	spirit
humiliation	shame
laptops	portable_computer
embrace	clasp
intersect	meet
label	description
message	communication
recorded	save
misogyny	hate
crap	fecal_matter
truth	fact
cram	stuff
moves	decision
feminism	doctrine
dude	man
age	property
feminist	reformer
shoulders	body_part
aesthetic	philosophical_doctrine
iranian	asian
movie	product
popcorn	corn
tendency	attitude
overlooked	miss
boorishness	discourtesy
ambiguities	saying
chronicles	record
faults	nonaccomplishment
years	time_of_life
fisher	skilled_worker
neurasthenic	sick_person
chateau	country_house
gestures	motion
disappointment	dissatisfaction
stuttering	talk
muscles	contractile_organ
backseat	inferiority
odds	likelihood
decline	decrease
rip	libertine
spoiler	campaigner
businesses	enterprise
storyteller	speaker
whistle	sound
guise	semblance
exit	opening
system	instrumentality
courtship	entreaty
trilogy	trio
hairs	body_covering
spot	point
animated	stimulate
presenting	show
reactionary	conservative
aid	resource
depleted	spend
repugnance	disgust
nada	relative_quantity
aim	goal
sophistication	enlightenment
uncle	kinsman
doubling	multiplication
air	gas
defuses	remove
retail	selling
crew	unit
motivations	psychological_feature
accommodate	meet
glows	good_health
protagonist	advocate
vacation	leisure
speak	communicate
outcome	ending
restroom	facility
tender	medium_of_exchange
blushing	discolor
squandering	waste
horrors	fear
jews	person
moat	trench
boat	vessel
soiree	party
reversal	change_of_state
blondes	person
impresses	seizure
sociopath	neurotic
meditation	contemplation
future	time
banter	repartee
spades	playing_card
moan	utterance
movement	change
signing	language
workings	mechanism
fledgling	novice
duke	peer
rating	appraisal
ridley	sea_turtle
body	natural_object
piecing	join
moodiness	ill_humor
mode	property
cage	enclosure
brains	neural_structure
aussie	inhabitant
closure	approach
twisting	falsification
bode	bespeak
imposter	deceiver
faulted	charge
barrels	large_indefinite_quantity
conducted	manage
percentages	proportion
adhere	match
expense	cost
strangers	intruder
alas	process
haranguing	address
contemporary	peer
slips	blunder
swipe	stroke
mock	derision
mendes	better
outing	journey
rob	steal
amp	current_unit
interfering	impede
canned	preserve
communicates	convey
energizes	affect
favour	approval
ron	west_chadic
weakness	imperfection
rom	memory
gloss	explanation
rot	decay
bogs	wetland
messiness	disorderliness
energized	affect
row	line
self-satisfaction	satisfaction
freaking	panic
undermine	disobey
guilt	condition
sucks	consumption
tunes	music
blossom	reproductive_structure
paperbacks	book
wheedling	enticement
tacks	bearing
suggested	declare
caring	love
singles	badminton
ladder	stairs
swirl	round_shape
tuned	adjust
ascends	travel
ninth	rank
punctuation	interruption
starring	have
consists	exist
dull	change
collapse	illness
vibe	air
potency	control
educates	better
thought	content
concession	contract
paraphrase	rewording
legend	story
dichotomy	classification
taste	sensation
gambling	diversion
drowning	cover
cleavage	state
naught	relative_quantity
altar	table
byplay	acting
flatulence	physical_condition
cake	block
roundelay	song
ape	primate
english	west_germanic
poverty	financial_condition
stalls	farm_building
tummy	belly
margin	boundary
devoted	use
broke	end
nail	horny_structure
perplexing	confuse
stuffs	substance
spirits	alcohol
males	animal
testament	creed
mount	horse
toilet	room
grade	gathering
lolita	lass
hodgepodge	assortment
calculations	procedure
choices	decision_making
corruption	dishonesty
gentility	elegance
fuzziness	opacity
awkwardness	unskillfulness
grabs	mechanical_device
assimilated	learn
odor	property
inspiring	stimulate
margaritas	cocktail
diversity	heterogeneity
arc	electrical_conduction
fluttering	wave
mojo	magic
are	area_unit
malik	leader
grace	state
came	travel
patience	good_nature
overplayed	act
visions	imagination
captive	unfortunate
arm	limb
kids	juvenile
retard	simpleton
stitch	sewing
art	creation
vice	evil
substances	matter
complications	hindrance
noticed	spy
bowel	internal_organ
dupe	person
favors	kindness
describes	set_forth
gobbler	eater
call	telephone
calm	disposition
ownership	relation
kick	blow
partners	domestic_partner
trumps	playing_card
ash	residue
ask	communicate
theories	explanation
intellectuals	person
animator	actor
stuffing	concoction
becoming	change_state
embarking	board
strength	property
rug	floor_cover
disregard	inattention
officer	serviceman
run	score
enact	decree
deviant	reprobate
reenacting	re-create
bomb	explosive_device
scrutinize	examine
rut	groove
mother	parent
view	orientation
oozes	matter
warriors	person
bicentennial	anniversary
cracks	opening
results	phenomenon
defiance	intractability
dust	particulate
bonanza	vein
correctness	quality
boll	capsule
taboo	bias
footage	film
bold	font
dares	challenge
camp	military_quarters
pranksters	troublemaker
instability	disorder
name	language_unit
spaces	attribute
justifies	confirm
bolt	lightning
neighborhood	section
stultifying	prove
benefits	payment
trotting	run
flakiness	insanity
mood	feeling
novelty	originality
boom	noise
pranks	folly
reflections	consideration
absence	lack
book	publication
truck	motor_vehicle
android	automaton
approaching	movement
edition	impression
generating	make
terrorizing	coerce
jockey	horseman
curio	object
kicking	motion
outs	failure
wattage	power
negative	denial
nonstop	flight
defend	argue
ally	state
boot	footwear
dotted	cover
screenwriter	scriptwriter
itch	infection
lulls	pause
sympathies	inclination
lavish	consume
introduce	inform
surrenders	despair
bone	connective_tissue
valentine	sweetheart
hijinks	merrymaking
bond	attraction
awe	wonder
editing	writing
momentum	force
target	reference_point
discourse	language_unit
malls	walk
mouth	rima
dystopia	state
giants	animal
assuming	expect
duty	social_control
yang	principle
ardor	eagerness
cape	land
yank	american
rye	grain
blazing	fire
leader	person
yard	linear_unit
trump	playing_card
dangers	condition
developers	creator
romanticization	idealization
iced	cover
collected	store
jonathan	eating_apple
discloses	tell
cast	gathering
piano	keyboard_instrument
slice	share
ravishing	assail
narc	lawman
broad	woman
serendipity	good_luck
princess	aristocrat
1960s	decade
elevate	delegate
cash	currency
case	happening
slick	smoothness
generation	people
cackles	cry
clinch	maneuver
images	representation
item	part
incoherence	disjunction
subscriber	supporter
surrealism	artistic_movement
musings	consideration
affections	feeling
downtown	city_district
matches	lighter
finesse	tact
auteur	film_maker
longing	desire
surrealist	artist
tunnels	passageway
swingers	athlete
cars	motor_vehicle
saving	action
sticks	implement
phone	electronic_equipment
slide	plate_glass
outshined	shine
failing	imperfection
matched	equal
flesh	animal_tissue
jungle	location
hairpiece	attire
card	paper
care	work
participation	group_action
assault	battle
damage	change
boss	supervisor
thievery	felony
lends	change
feminine	gender
portraits	word_picture
exercise	effort
underdogs	failure
disservice	injury
criticizes	comment
labour	class
scrape	noise
admirer	advocate
outselling	surpass
kilt	skirt
physics	natural_science
homosexual	person
dared	act
aptitude	ability
protect	defend
sportsmanship	fairness
scooter	motorboat
counterculture	culture
reliance	certainty
helpings	small_indefinite_quantity
infomercial	commercial
display	demonstration
heels	bottom
amours	sexual_relationship
kill	termination
freeman	citizen
distressing	trouble
year-end	end
bore	unpleasant_person
beings	state
reprieve	relief
astringent	medicine
painters	artist
yarn	report
costuming	dress
bout	part
spiked	banish
simple	herb
nighttime	time_period
smitten	hit
babysitter	keeper
weirdo	unpleasant_person
labors	class
talent	natural_ability
condescending	act
receding	disappearance
connections	relation
described	set_forth
negotiate	hash_out
rogue	villain
speculation	opinion
bots	larva
package	collection
king	sovereign
kind	category
timing	temporal_arrangement
tumult	disturbance
overburdened	charge
traces	small_indefinite_quantity
hyped	publicize
ouzo	liquor
spikes	electrical_discharge
affection	feeling
nerve	fiber_bundle
diversion	activity
affecting	change
reptilian	vertebrate
polemic	writer
inspiration	idea
bowl	vessel
theorist	intellectual
dilutes	weaken
diapers	garment
patient	case
sag	depression
phony	deceiver
traced	analyze
scripts	dramatic_composition
mentioned	think_of
depressing	discourage
sam	guided_missile
depiction	description
reincarnation	embodiment
amount	assets
move	decision
sap	solution
molehill	knoll
assignment	duty
album	medium
sat	weekday
yawn	reflex
alarms	fear
saw	saying
say	opportunity
sandwich	snack_food
enough	relative_quantity
increase	indefinite_quantity
spread	change_of_location
jived	dance
favor	kindness
heights	topographic_point
scuttled	run
malnourished	feed
latter	second
depression	psychological_state
clinic	medical_institution
treating	interact
bad	quality
switches	control
depraved	change
boys	male
bag	container
alienate	change
drags	resistance
reflected	indicate
awake	change_state
bai	tibeto-burman
kiss	touch
nazi	fascist
bar	room
suffer	experience
dynamite	explosive_compound
squint	abnormality
projector	optical_device
draft	negotiable_instrument
fluid	substance
resonate	sound
drowned	cover
playbook	notebook
harrowing	plow
mishmash	assortment
soaked	immerse
reopens	open
personal	news_article
personas	portrayal
angst	anxiety
delay	pause
lashing	beating
heyday	time_period
dean	academic_administrator
neophyte	plant
deal	transaction
abuse	mistreatment
eroticized	change
lobbyists	persuader
affect	feeling
icon	symbol
facing	lining
dead	people
proven	be
eyes	opinion
cleansing	improvement
ministers	clergyman
proves	academician
sea	body_of_water
drain	emptying
princesses	aristocrat
proved	be
slogans	saying
amuse	entertain
see	seat
tenor	singing_voice
sabotaged	disobey
responsibility	social_control
symbolism	symbol
sharpener	implement
dear	lover
poses	affectedness
omission	mistake
compared	analyze
completion	maneuver
frazzled	break
set	collection
sex	bodily_process
column	file
portent	augury
procedure	activity
biography	history
sample	example
practices	activity
battle	military_action
admiration	liking
pique	fabric
subcultures	social_group
tooled	drive
fighter	person
earnest	security
river	stream
craziness	insanity
bed	bedroom_furniture
beauty	appearance
beg	plead
deposited	fasten
beckons	gesticulate
african-americans	american
ben	mountain
dolman	jacket
bowling	game
resumes	summary
dummies	mute
welsh	european
labored	fight
bet	gamble
shipping	commercial_enterprise
astounds	surprise
advocacy	support
faded	weaken
metropolitan	archbishop
brainpower	intelligence
teasing	harassment
viva	examination
zeal	eagerness
mergers	consolidation
liveliness	activity
galled	irritate
articulates	supply
debt	indebtedness
fades	golf_stroke
little	small_indefinite_quantity
fluff	material
deer	ruminant
deep	middle
confined	control
killers	person
ballerina	ballet_dancer
forgive	concede
deem	see
exhibits	evidence
parade	procession
kurds	asian
getting	act
liking	feeling
verging	bound
lemon	citrus
salaries	regular_payment
appalling	experience
undermines	disobey
clears	innocence
instructs	inform
cobbled	pave
sin	unrighteousness
sip	swallow
confines	scope
pretensions	artificiality
conversion	transformation
over	part
ballot	document
wanderers	traveler
living	experience
six	digit
knickknacks	article
undermined	disobey
breathing	bodily_process
bound	line
tatters	piece_of_cloth
chuckles	laugh
football	contact_sport
resents	dislike
stroke	maneuver
frowns	facial_expression
endearing	please
selves	consciousness
setup	equipment
bid	speech_act
humans	group
astonish	surprise
manifestations	appearance
amazement	feeling
frustrated	prevent
mesmerizing	charm
convinces	persuade
advanced	travel
broomsticks	handle
improves	change
recommendation	advice
egomaniac	egotist
bit	small_indefinite_quantity
depicts	represent
thanks	acknowledgment
improved	change
biz	occupation
striking	happening
convinced	persuade
advances	change_of_location
imagery	representational_process
recognise	prize
modem	electronic_equipment
funniness	fun
model	hypothesis
animals	organism
sequel	result
dramaturgy	communication
conflicted	contrast
reduce	decrease
sky	atmosphere
